	0
39	" The Delhi High Court has stayed the trial of 15 accused, including Pinjra Tod activists Natasha Narwal and Devangana Kalita, charged under the anti-terror law Unlawful Activities (Prevention) Act (UAPA) in connection with
the northeast Delhi riots .
“Till further order, trial is stayed,” Justice Suresh Kumar Kait said while hearing the plea of Delhi Police challenging a trial court’s order directing the agency to provide hard copies of the chargesheet to the 15 accused.Justice Kait also issued notices to all the accused on the police’s plea and posted the case for further hearing on December 15. The Delhi police has challenged the trial court’s September 21 and October 21 orders, directing it to supply the physical
copy of the chargesheet along with documents to the accused.
The plea said the police report itself was running into about 2,700 pages and the total number of documents and statements of witnesses were running into about 18,000 pages and there were 23 volumes, including the police report, which were filed before the trial court.All the accused persons had been given the copy of the chargesheet in pendrive which was a sufficient compliance of the Code of Criminal Procedure. There was a proviso that if any document was voluminous, then instead of furnishing a copy, the court could direct that the person be allowed to inspect it either personally or through a pleader in court, the plea said.The trial court had, however, declined the police’s plea saying, “even though, it may be desirable to have soft copies of the chargesheet, the law still mandates that a hard copy is to be made available to the accused”.Some of the accused persons have sought for a searchable digital copy of the chargesheet and various other chat groups as included in the police’s application. Those who have been chargesheeted under the stringent UAPA Act include Ms. Narwal and Ms. Kalita, former Congress councillor from Jagatpuri Ishrat Jahan, Jamia Coordination Committee media coordinator Safoora Zargar, student activist Gulfisha Khatoon, and social activist Khalid Saifi.The list also includes activist Meeran Haider, Jamia Millia Islamia student Asif Iqbal Tanha, former AAP councillor Tahir Hussain, former Jamia student Shifa-Ur-Rahman, and five others — Shadab Ahmed, Tasleem Ahmed, Saleem Malik, Mohd. Saleem Khan and Athar Khan."
40	"A Delhi court on Saturday granted bail to student activist Gulfisha Fatima in a case related to the north-east Delhi communal violence.Additional Sessions Judge Amitabh Rawat granted relief to Ms. Fatima on furnishing a bail bond of ?30,000 with one surety of like amount in the case related to rioting in Jafrabad in which one Aaman died due to gunshot injuries.The court granted her bail on the ground of parity as co-accused Jawaharlal Nehru University students and Pinjra Tod members Devangana Kalita and Natasha Narwal have already been granted the relief in the case.Compensation panelEarlier in the day, Supreme Court Judge Justice Surya Kant inaugurated the North East Delhi Riots Claims Commission for providing compensation to victims of the communal violence. He said in a statement that justice to victims of the riot was the need of the hour.There are about 750 cases registered in north-east Delhi and around 1,200 persons have been arrested in matters related to the riot.Ms. Fatima was in custody in the case since June 3.“The co-accused Devangana Kalita and Natasha Narwal have been granted bail in this case and their role is stated to be similar to the present applicant/accused [Fatima]. The witnesses for all of them are almost the same.“Considering the period of the custody of the applicant/accused in the present case, the ground of parity as regards co-accused Devangana Kalita and Natasha Narwal and in the totality of the facts and circumstances of the case, the present bail application of applicant/accused is allowed,” the court said in its order.It further said there was nothing to suggest that the witnesses were under threat from Ms. Fatima. “In any case, two public witnesses are protected and their identity has been concealed. The rest are police personnel,” it said.The court said co-accused Tafsil has been declared a proclaimed offender, but Ms. Fatima cannot be refused bail for his act and conduct, who will face consequences under the law. “The present stage is of bail and not acquittal or conviction. Nothing is shown to suggest that the applicant (Fatima) is a flight risk,” it added. The court directed her not to tamper with evidence or leave the jurisdiction of NCT Delhi with its permission. It also asked her to attend the court on every date of the hearing or as directed. Noting the prosecutor’s submission that she should be denied bail on the ground that she was an accused in a separate case related to the larger conspiracy in the riots, the judge said the case was being investigated separately and the court will “cross the bridge when we come to it“. atima has been arrested under the stringent Unlawful Activities (Prevention) Act in a separate case related to premeditated conspiracy in the riots. She is currently lodged in Tihar prison in the matter.During the hearing, advocate Mehmood Pracha, appearing for Ms. Fatima, said she was falsely and maliciously implicated in the present case without any evidence. Mr. Pracha further claimed that no role has been attributed to her except vague and unsubstantiated allegations which have no nexus with the alleged crime. Special Public Prosecutor Rajeev Krishan Sharma, appearing for the police, opposed the bail plea saying Fatima allegedly conspired and has been constantly instigating the local inhabitants since December, 2019, under the garb of peaceful protests against the Citizenship Amendment Act (CAA), National Register for Citizens (NRC) and National Population Register (NPR). He said some of the protected witnesses have allegedly said that Fatima and her accomplices of the Pinjra Tod group used code words to convey secret messages regarding further lines of their protests in front of common people.The public prosecutor alleged that she was physically present at the protest site at 66 Foota Road, under Jafrabad metro station, Delhi, since February 22, 2020, till late evening on February 24 and the roadblock there, which spiralled into a huge communal riot.  Kalita was granted bail in the case by the Delhi High Court on September 1 and Narwal was granted the relief by the trial court on September 17.  Pinjra Tod (Break the Cage) was founded in 2015 to make hostels and paying guest accommodations less restrictive for women students.  Communal clashes had broken out in northeast Delhi on February 24 after violence between citizenship law supporters and protesters spiralled out of control leaving at least 53 people dead and around 200 injured."
41	" A 33-year-old man, suspected to be a member of
the Popular Front of India (PFI), was on Monday arrested for allegedly hatching a conspiracy to incite the communal riots in northeast Delhi, police said.
 The accused has been identified as Mohd Danish, a resident of Trilokpuri area, they said.The arrest was made by the Special Cell of Delhi Police.Also ReadDelhi Police arrests couple linked to ISIS for instigating anti-CAA protests 
 
The PFI, which is an alleged radical group, has been accused of funding protests against the Citizenship Amendment Act (CAA)."
42	"It is not every day that a judge weaves together vivid and imaginatively crafted words and then rhyme them to describe a crime and the roller coaster journey of judicial proceedings. This is exactly what a local court judge in Delhi did while granting bail to a man, who was arrested in connection with the north-east Delhi riots case.Additional Sessions Judge Amitabh Rawat, in a rare display of his poetic side, decided to describe why he thought there was merit in the bail application of one Babu, who has been in custody since April 8 this year, in a “different way”.Mr. Rawat wrote a poem to express it.To appreciate the poem, it is imperative to know that the bail case arises out of the north-east Delhi riots in which one Mr. Rahul suffered a gunshot injury.While Mr Rahul gave a fake address to the police and is now untraceable, the accused, Babu, with a bad antecedent history, was arrested for the offence on the basis of a purported identification by Constable Satish. The court noted that apart from the identification by Mr. Satish of Babu being involved in rioting near Maujpur Red Light towards Jafrabad on February 25, there is nothing much that has been brought on record in connection with the assault case.Taking note of the facts, Mr. Rawat granted bail to Babu with the condition that he will not leave Delhi without prior permission of the court nor shall he indulge in any kind of criminal activity. The judge also ordered Babu not to tamper with any evidence or contact any witness."
43	"West Bengal Chief Minister Mamata Banerjee on Wednesday alleged that a section of the media was playing up the spread of Coronavirus disease (COVID-19) to deflect public attention from the Delhi riots.Addressing a rally at Buniyaadpur in Dakshin Dinajpur district of north Bengal the Trinamool Congress chairperson accused the media of ‘playing up’ the outbreak of COVID-19. Also read:
Delhi violence ‘one-sided, well-planned’, says minorities panel |
Delhi violence a matter of great shame: Harsh Mander“Today, a lot of people are shouting corona, corona, a bit too much. Yes, certainly it is a disease, and the entire world is concerned about it. But do not make people panicky,” she said.Ms. Banerjee said that the people who died in Delhi did not die due to “coronavirus, dengue or swine flu”.“Some channels are playing it up in an effort to make people forget the incidents of Delhi. Do report when it occurs. We don’t want it to spread. We don’t want a single person to be infected in Bengal by the disease. But do remember, all those who died in Delhi did not die of coronavirus, dengue, encephalitis or swine flu,” she added.The Chief Minister said had those people in Delhi “died of the virus we would have at least known they died due to a dreaded disease for which there is no remedy or cure”. Also read:
Delhi violence | In times of distress, humanity shines She reiterated that the Bharatiya Janata Party (BJP) at the Centre had not “expressed any remorse or said sorry” about the deaths of so many people in Delhi. “Instead of that they are organising a rally here and saying ‘
goli maaro ...’ [They should] keep in mind that Bengal is not Delhi,” she said.
Clarifies remarkMs. Banerjee also clarified the remarks she had made about “Bangladeshis” on Tuesday and warned the media that she would take legal action if her words were distorted.“After 1947, when people came as refugees to India, there was a Liaquat-Nehru Pact. According to that, those who came to India as refugees are Indian citizens,” she said, referring to the understanding signed in 1950 by the then Indian Prime Minister Jawaharlal Nehru and his Pakistani counterpart Liaquat Ali Khan.Ms. Banerjee also cited The India-Bangladesh Treaty of Friendship, Cooperation and Peace signed in 1972 between Prime Minister Indira Gandhi and her Bangladesh counterpart Mujibur Rahman after the creation of Bangladesh.“I have only spoken in that light. Have I said anything wrong?,” she said, threatening legal action if her words were distorted.“All those who came to India from Bangladesh and voted in Indian elections were citizens of the country, and don’t need to apply afresh for citizenship,” she had said addressing a rally at Kaliaganj on Tuesday."
44	"
ON February 25, 2020, a video shared on several WhatsApp groups in Delhi showed a Hanuman flag (a Hindu religious flag) being hoisted atop a mosque in North East Delhi. Many WhatsApp users sought to dismiss it as a fake video clip, but it soon came to light that the incident happened at the Maula Baksh Masjid in Ashok Nagar near Shahdara. The mosque had come under attack during the week-long riots that began on February 23 and business and residential premises of the Muslim community near it were gutted. Secular forces and some local Left leaders and human rights activists visited the mosque in a show of solidarity with the beleaguered Muslim community.What escaped notice was the blatant attack on the Allahwali Masjid at Karawal Nagar. It was set on fire, a Hanuman flag was hoisted on its minaret, and, an idol of a Hindu deity, Durga, was placed at its entrance. The media, including leading Urdu dailies, failed to report in detail the attempt to turn a mosque into a temple. Amid stories of human deprivation and displacement following the riots, the Allahwali Masjid incident went out of collective memory. In the last week of October, the mosque once again made news, this time for a positive reason. The Jamiat Ulema-e-Hind has restored the mosque to its original glory and handed it over to the community for regular use. The four-storeyed mosque has been given a facelift with Rajasthani tiles and white marble, for the walls and the floor, and Awadhi latticed screen. Besides the daily prayers, it is also hosting the Friday prayers and providing all amenities to devotees. The Jamiat has in its own silent ways foiled a Babri Masjid kind of demolition in Delhi. The attackers of the Allahwali Masjid were reportedly heard saying, “Har masjid Babri”. Similar slogans were heard at the Ashok Nagar and Gokulpuri localities, where too mosques were attacked.Also read: Why do riots erupt?The residents of Shaheed Bhagat Singh colony in Karawal Nagar, where the nearly three-decade-old Allahwali Masjid is located, mainly belong to the majority community unlike in other parts of North East Delhi. The mosque was targeted through a series of actions such as intimidation and provocation followed by violence.Around 11 a.m. on February 25, a mob consisting of local residents and outsiders carrying trishuls and shouting “Jai Shri Ram”, arrived at the mosque forcing the Muslim residents in the area to either lock their gates or flee their premises. The miscreants set the empty houses on fire and then reassembled outside the mosque, which remained closed after Fajr, dawn prayers. At the best of times, the mosque attracted 40 to 50 men for daily prayers and around 500 for Friday prayers. On February 25, only a handful of people showed up for morning prayers, perhaps deterred by the tension in the air.Shouting slogans, the mob began to break the mosque's wall with trishuls, rods and pick axes. The mosque’s gate did not yield as easily as they would have anticipated. Some young men with saffron bandana tied around their heads shouted, “Ek dhakka aur, Allahwali masjid tod do” (one more push, break the mosque). Petrol bombs and gas cylinders were hurled from the pathway inside the mosque's courtyard. The floor, walls and the ceiling were damaged and the prayer rugs were reduced to ashes.A section of the mob then cut the water and electricity connection to the mosque. Others struck at the walls with hammers and iron rods. Some copies of the Koran were found desecrated. However, a shelf full of copies of the Koran, kept near the mimbar (pulpit), was intact. One of the loudspeakers meant for pronouncing the azaan, the daily prayer call, was removed from the minaret and thrown to the ground. An idol of Durga was placed at the threshold of the mosque and a garland of marigold flowers put around it.Also read: Flash in the panEmboldened by the installation of the idol, some young men went to the roof of the mosque and hoisted a Hanuman flag on its minaret. Once again “Jai Shri Ram” and “Har Har Mahadev” slogans rent the air. According to some eyewitnesses, the police did not enter the lane in which the mosque is located. According to others, the police failed in their feeble attempts to control the mob from gathering near the mosque. The police were not seen in the immediate proximity of the place of worship though the mosque's capture itself took more than an hour, and was recorded on camera.A first information report (FIR) was filed only six days later, on March 1, in which no person was named for the attack. Fazlur Rehman of Jamiat Ulema-e-Hind said: “Muslim residents of the colony claimed they could recognise some of the men who attacked the masjid, but were too scared to name them.” The Jamiat, which, under its chief Arshad Madani, has been trying to rehabilitate the victims of the violence, helped obtain bail for 16 men in false cases filed against them. Arshad Madani said: “Muslims have to live in the colony. They own houses there, and were understandably not ready to come forward to name the attackers. As a result nobody was named in the attack. More than eight months after the attack, nobody has been arrested or held responsible for the attempt to place idols of a Hindu deity or hoist a bhagwa [saffron-coloured] flag at the mosque.”Attempted demolitionAsjad Hussain, a plywood dealer who offers his morning prayers at the mosque regularly, said: “The attempted demolition of the mosque and its capture were planned to perfection. A similar attempt was made on February 24 but nobody came to our rescue.”Madani said: “A mob gathered at the mosque on February 24 evening. It was armed with hammers, rods and pickaxes, and raised slogans of Jai Shri Ram. The local Muslims had gathered in good numbers as it was prayer time. They foiled the bid to damage the mosque and .shouted Allahu Akbar.”Also read: The aftermath of the Delhi riotsThe next morning, the goons arrived in greater numbers, armed with trishuls, iron rods and hammers, and idols of Durga, Siva and Hanuman. But even after they left the place, no Muslim dared to come out of his house to go the mosque for Zuhr (afternoon) prayers. By February 27, all the Muslim residents fled the colony. The media did not talk about the destruction and displacement. Incidentally, no prayer was offered at the mosque from February 25 until its recent repair and reconstruction. In contrast, the Farooqia Masjid, located two kilometres away, began Friday prayers within 72 hours after it had been set on fire.The Jamiat convinced the Muslims to go back to their houses. It first repaired their houses.Madani said: “It was a long struggle to repair the mosque. The mob had used gas and petrol cylinders to cause a blast at the mosque. Some cylinders burst, others did not. Forget the floor or the ceiling, even the water taps of wuzukhana [place for ablution] had been destroyed. It would have been easier to build a mosque from scratch than to restore the badly damaged mosque.”On March 1, an FIR was filed with the local police station at the behest of the Jamiat. Although no individuals were blamed for the attack, the FIR mentioned the placement of the idol at the threshold and the hoisting of the flag on the minaret of the mosque. Fazlur Rehman said: “Our men went there within hours of the attack. The Jamiat officials met the police and asked them to get the flag and the idol removed from the premises. We told them this action would tell the victims that the police were stepping in to control the damage. The SHO agreed.”Also read: Shape of things to comeSoon, a police team, accompanied by a team from the Special Cell and Jamiat officials, reached the mosque. The local residents objected but the team brushed aside their objections. The police gave permission to remove the flag and the idol, but the Jamiat insisted that it be done by members from the majority community in order to send out a signal of communal harmony.A young man volunteered, and in the presence of the police removed the flag. The idol was wrapped in a clean cloth and given to him.It was only in Ramzan, in May, that repair and reconstruction of the mosque started. The COVID-19 pandemic and the lockdown measures delayed the work. The mosque was restored to its original glory at the start of the Islamic month heralding the birth of the Prophet Muhammad. Madani said: “We have repaired the mosque with our own funds. Today, around 25 men can stand together in a row for prayer. There can be eight such rows of worshippers at any given time. We are glad we could protect our masjid.” He said, “We are supporters of peace and communal harmony. That is why, even after the mosque incident, the Jamiat provided relief to all impacted people irrespective of their religion.”Shortly after the Tablighi Jamaat incident in March, the Jamiat’s aid team was stopped in Shiv Vihar in North East Delhi. Some local people accused its volunteers of spreading the coronavirus. The police arrived at the scene and confiscated the list of people in need of relief. But when they discovered that the first 12 names on the list were Hindus, their attitude changed, and they helped provide aid to all. Incidentally, during the February violence, 19 mosques and dargahs were targeted in North East Delhi. But an attempt was made to convert the Allahwali Masjid into a temple. Until March 1, a new garland was placed on the deity every day and wayfarers started to worship the idol. Fazlur Rehman said: “The idea was to repeat Babri Masjid. We are glad we could avert it with timely action.”Also read: Targeting mosques
"
45	"
On January 4, while granting bail to three persons accused of violence in the Northeast Delhi riots of February 2020, a Delhi court made stinging remarks against the police investigation in the matter. Additional Sessions Judge Amitabh Rawat, while granting bail to Gulfam alias Sonu Chikna, Aatir, and Osama, stated that the May 22, 2020, charge sheet in the matter was filed in a “very lackadaisical manner”.He observed, “After going through the bail applications, reply and particularly charge sheet, I cannot help but notice the carelessness with which the charge sheet has been prepared and filed. The investigation carried out, is perfunctory. The list of witnesses filed, mentions some witnesses. However, no statement under Section 161 of the Criminal Procedural Code of any of the witnesses has been filed with the charge sheet.”Considering the period of custody undergone by the three, and the nature of investigation and the charge sheet, all three bail applications under Section 439 of the CrPC were approved on bail bonds of Rs 10,000 each.The three were arrested under FIR 107/2020 registered at the Jafrabad Police Station. Aatir and Gulfam were formally arrested on April 8 from Mandoli Jail, while Osama was formally arrested on April 10 from Tihar Jail.They were arrested on the basis of a complaint filed by a fruit seller, Nasir Ahmad, who alleged that on February 25, a group of more than 100 people looted fruits worth Rs2 lakh from his godown in Bhojpur, and burnt two reharis [hand carts]. An FIR was lodged under sections 147, 148, 149, 427, 380, 436 and 34 of the Indian Penal Code.Earlier, too, courts have granted bail to many of those arrested on trumped up charges of rioting in Northeast Delhi on similar grounds of shoddy investigation. For instance, in November, Justice Suresh Kumar Kait granted bail to Saiyad Iftikhar after noting that there were no CDRs [call detail records] to show that he was present at the site of violence on the particular day. The court noted that though Iftikhar has a power of minus 3.75, he was not wearing spectacles in the CCTV footage on the basis of which he was arrested along with co-accused Ali Hasan. “The alleged incident is dated February 24 at 21:31:50 hour. Thus, it cannot be believed that a person having such weak eyesight would have clear vision at night without spectacles. Moreover, CDR is not on record, whereby it could have been established that the petitioner was available at the site,” the court said.Last year, on February 24, communal violence broke out in northeast Delhi leaving at least 53 people dead and more than 400 injured. The violence took place in the backdrop of protests against the Citizenship Amendment Act, 2019. According to a Delhi Police affidavit filed in the Delhi High Court in July 2020, a total of 1,430 people were arrested for the violence in more than 750 cases.A report titled ‘Delhi Riots of 2020: Causes, Fallout and Aftermath’ edited by Senior Advocate Chander Uday Singh, states: “Though the affidavit takes pains to try and minimise the destruction and arson suffered by Muslims, and seeks to suggest that both Hindus and Muslims suffered, analysis reveals that 40 out of 52 civilian deaths (apart from a Head Constable who died of gunshot injuries), 85-90 per cent of homes destroyed, 80-85 per cent of shops destroyed, and destruction of the vast majority of vehicles, were suffered by the Muslims. An indication of the disproportionate impact of the violence is provided by the fact that the 1,000 people who sought refuge in a relief camp organised at Mustafabad Idgah, and uncounted others who fled to their villages or took shelter in 9 smaller relief camps organised by the Delhi Government, were almost exclusively Muslim.”
"
46	"The Delhi police, in a chargesheet submitted in Jafrabad riots case, stated that they have arrested five persons who were injured in the communal violence.In the document submitted by the police in court on June 2, they stated that a sub-inspector rank officer asked beat staff and informers to identify the accused based on Medico Legal Certificates and videography conducted during the riots in February. “
Jin dangaiyon ko mauke par chot aayi thi unme se paanch giraftaar ho chuke hain veh paanch ki jaankari ve patey MLCs per complete nahin hain… jinhone jaan boojh kar haspatal main apne patey galat diye hain, jo bhaage hue hain, jinpar tafteesh jari hai [Five of those who got injured during riots have been arrested while addresses of five are not complete in their MLCs… they deliberately gave wrong details in hospital, they are absconding and investigation is going on],” the document stated.
The police also stated that “MLCs which were connected to the spot were collected” for investigation purposes.Damaged eye Among the five arrested on charges of rioting, murder, attempt to murder among others, one suffered damage to his eyes during the riots. “An injured person had come near Crescent School and was connected with the incident. When videography of the spot was examined, it was found that he was aggressive and was found pelting stones at policemen several times. When he was interrogated, he said his name was Mohammed Shahrukh (24),” the document stated.Shahrukh was injured during the incident. The police submitted that the clothes he was wearing on the day of the incident have also been recovered. He was arrested on March 5.Humanitarian grounds “On March 6, he was produced before the court, but he was released on bail on humanitarian grounds because one of his eyes was completely damaged and the other was damaged 90%,” the document stated.On March 8, the police arrested Mohammed Gulfam alias Sonu Chikna (23) and apprehended a minor, both of whom were injured during the riots and had their MLCs conducted at different hospitals.On April 7 – during the lockdown – the police submitted that they arrested Shahid from his residence in Welcome based on the MLCs collected in connection with the spot and an “informer”. Clothes he wore at the time of the incident were also recovered.The Hindu  had reported that on April 19, 22-year-old Javed, who was injured during the violence inside Farooqia Masjid, was arrested in connection with the riots. His father, Shokeen Ahmed, blamed getting the MLC done because he suspected that the police reached him because of his record in the hospital.
Several NGOs and lawyers’ collective worked in the area providing legal aid to the families. The families were helped by the groups in getting the MLCs conducted for legal record. "
47	"Former JNU student Umar Khalid has been formally arrested in a second FIR in connection with communal riots that broke out in Delhi in February, his friend Banojyotsna Lahiri said. The arrest was made by the Crime Branch on Wednesday, she said. Crime Branch officials could not be reached for a comment. Ms. Lahiri said the arrest was made in FIR number 101 registered at Khajuri Khas police station under Sections of rioting, mischief by fire, criminal conspiracy, among others, that was being probed by a Crime Branch SIT. Mr. Khalid was interrogated in connection with this case in the first week of September by the Crime Branch. Ms. Lahiri claimed that the lawyers were unaware of the development.  “Today, just hours before his legal
mulaqat , he was whisked away for an appearance before a ‘duty magistrate’ after the arrest in jail. He was told that they would provide him a ‘legal aid counsel’ when he insisted that his ‘legal
mulaqat’  was due in a short while. He even named his lawyers and wanted to talk to them via videoconferencing or over the phone. However, he was not provided the facility and nor was his lawyers informed. His remand hearing was done hurriedly with the aim of denying him access to counsel and his family, friends and lawyers and then presented a fait accompli,” she said.
Mr. Khalid was in judicial custody after being arrested by the Special Cell on charges of Unlawful Activities (Prevention) Act. "
48	"On Sunday night, the Special Cell of the Delhi Police arrested the human rights activist Umar Khalid after interrogating him for 11 hours in the Delhi riots case as a “conspirator”.“Right now, our first priority is that he should be given maximum security and the Delhi Police must ensure his safety by all means,” said Banojyostna Lahiri of United Against Hate (UAH). Her concern was valid given that in 2018, following a sustained media campaign that painted Umar as an “anti-national”, there had been an attempt on Umar’s life in the heart of central Delhi.Since February 2016, Umar was subjected to repeated media trials, through doctored videos in the mainstream media and slander on social media. His father’s association with the Students’Islamic Movement of India (SIMI) has often been used to justify such a profiling of Umar. Dr S.Q.R. Ilyas, a respected cleric and member of the All India Muslim Personal Law Board, was associated with SIMI until 1985 when it was not a banned organisation and Umar was not even born.In March, shortly after the Delhi riots broke out, Umar, a favourite whipping boy of the right wing, first found his name propped up as a conspirator by the Bharatiya Janata Party’s IT cell head Amit Malviya on Twitter.Amit Malviya had tweeted, “Umar Khalid, already facing sedition charges, gave a speech in Amravati on 17 Feb, where he exhorted a largely Muslim audience to come out on streets in huge numbers when Trump arrives in India on 24th. Was the violence in Delhi planned weeks in advance by the Tukde Tukde gang?”Amit had selectively quoted parts of Umar’s speech, which was in fact, peppered with references to Mahatma Gandhi and peaceful modes of civil disobedience. In Amravati, Umar had said, “We will not respond to violence with violence. We will not respond to hate with hate. If they spread hate, we will respond to it by spreading love. If they beat us with lathis, we will hold aloft the tricolor. If they fire bullets, then we will hold the Constitution and raise our hands. If they jail us, we will go to jail happily singing, ‘Saarey Jahaan Se Acha Hindustan Hamara’. But we will not let you destroy our country.”Soon after Amit Malviya’s social media posts, the accusation was picked up by the mainstream media and non-governmental organisations (NGOs) close to the BJP and they began to paint Umar as a conspirator in the riots. In Parliament, during a discussion on the Delhi riots, BJP MPs, including Home Minister Amit Shah, blamed UAH as an instigator in the riots.Subsequently, in April, the Delhi Police charged Umar under the Unlawful Activities (Prevention) Act (UAPA), implicating him in the riots.Condemning his arrest in the strongest possible terms, civil society members Ravi Kiran Jain, V.. Suresh, Mihir Desai, N.D Pancholi, Prof Satish Deshpande, Prof Mary John, Prof Apoorvanand, Aakar Patel, Harsh Mander, Farah Naqvi, Biraj Patnaik and Prof Nandini Sundar issued a joint statement stating that Umar had been “subjected to a malicious investigation targeting peaceful anti-CAA protestors. He has been booked under several charges including UAPA, sedition and conspiracy for murder. With deep anguish we have no doubt in saying that this investigation is not about the violence in February 2020 in the national capital but on the completely peaceful and democratic protests across the country against the unconstitutional CAA.”Advocate Prashant Bhushan termed the investigation into the Delhi riots “a conspiracy by the police to frame peaceful activists in the guise of investigation. Umar Khalid’s arrest by the Delhi Police after naming [Communist Party of India (Marxist) general secretary Sitaram] Yechury, [Swaraj Abhiyan leader] Yogendra Yadav, [the economist] Jayati Ghosh and Delhi University’s Professor Apoorvanand leaves no doubt at all about the mala fide nature of its investigation into Delhi riots,” he said.Days before Umar’s arrest, two disclosure statements had emerged, purportedly made by Pinjra Tod members Natasha Narwal and Devangana Kalita. The statement named Sitaram Yechury, Yogendra Yadav, Jayati Ghosh, Apoorvanand and filmmaker Rahul Roy.Screen shots of the statements circulating online show that Natasha and Devangana wrote: “I refuse to sign” on the so-called disclosure statements which are not admissible in court but are great fodder for the “media trial” that several activists have said the investigations into Delhi riots have become with selective leaks by the investigating agencies. It was reported that both the statements were nearly identical in language and spelling mistakes and explained how Umar gave them “tips” to protest.Public outrage from several quarters prompted the Delhi Police to issue a clarification that Sitaram Yechury, Yogendra Yadav and Jayati Ghosh were not accused in the case, but they refused to comment on the status of Rahul Roy and Apoorvanand. A day after Umar’s arrest, Rahul Roy and Saba Dewan received summons from the Delhi Police.Reacting to his name being linked to the riots case, Sitaram Yechury tweeted that the Delhi Police was under the Centre and Home Ministry. “Its illegitimate, illegal actions are a direct outcome of the politics of BJP’s top leadership. They are scared of legitimate peaceful protests by mainstream political parties and are misusing state power to target the Opposition,” he said. The CPI(M) politburo issued a statement stating, “The CPI(M) condemns this obnoxious action by the Delhi Police to further the narrative of its political masters and urges the government to desist from such acts of criminalising peaceful political protests.”The investigations into the Delhi riots and the use of the stringent UAPA against the anti-CAA protesters compelled even P. Chidambaram, a key proponent of the draconian national security laws, to react strongly. The senior Congress leader said, “Delhi Police have brought the criminal justice system to ridicule by naming Mr Sitaram Yechury and many other scholars and activists in a supplementary charge sheet in the Delhi riots case. Has the Delhi Police forgotten that between Information and Charge Sheet there are important steps called Investigation and Corroboration?”
"
